Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
593,Darell Hernaiz,22,OAK,AL,-0.8,47,134,119,8,22,2,0,1,10,1,1,11,27,.185,.256,.227,.483,43,.227,45,27,4,1,1,2,0,56/H4,,hernada04
594,José Herrera#,27,ARI,NL,-0.2,42,114,97,11,22,4,1,1,13,0,0,9,27,.227,.290,.320,.609,70,.272,64,31,1,0,7,1,0,2/H5D,,herrejo04
595,Aaron Hicks#,34,LAA,AL,-0.7,18,63,57,6,8,0,0,1,5,0,0,6,23,.140,.222,.193,.415,20,.195,15,11,1,0,0,0,0,/9DH781,,hicksaa01
596,Travis Jankowski*,33,TEX,AL,0.1,102,203,188,18,38,5,0,1,12,11,1,11,44,.202,.261,.245,.506,47,.254,52,46,3,4,0,0,0,9H7D8,,jankotr01
597,Jahmai Jones,26,NYY,AL,0.0,33,47,42,8,10,1,1,1,4,1,1,2,16,.238,.304,.381,.685,93,.293,89,16,0,2,1,0,0,H/9D745,,jonesja08
598,Greg Jones#,26,COL,NL,0.1,6,6,5,1,1,0,0,1,1,0,0,1,4,.200,.333,.800,1.133,194,.451,188,4,0,0,0,0,0,/9H,,jonesgr02
599,Buddy Kennedy,25,2TM,2LG,0.2,13,25,20,3,4,1,0,1,6,1,0,4,6,.200,.320,.400,.720,103,.323,99,8,0,0,0,1,0,/H45D,,kennebu01
600,Buddy Kennedy,25,DET,AL,0.2,6,13,10,2,2,0,0,1,4,1,0,2,4,.200,.308,.500,.808,125,.350,114,5,0,0,0,1,0,/4H5,,kennebu01
601,Buddy Kennedy,25,PHI,NL,0.0,7,12,10,1,2,1,0,0,2,0,0,2,2,.200,.333,.300,.633,81,.293,83,3,0,0,0,0,0,/H45D,,kennebu01
602,Andrew Knizner,29,TEX,AL,-0.9,35,93,90,5,15,1,0,1,9,0,0,1,22,.167,.183,.211,.394,13,.183,9,19,2,1,0,1,0,2/1D,,kniznan01
603,Ryan Kreidler,26,DET,AL,-0.5,35,65,59,9,7,0,0,1,2,5,3,6,19,.119,.200,.169,.369,7,.170,1,10,2,0,0,0,0,6/5H78D,,kreidry01
604,Trey Lipscomb,24,WSN,NL,-0.1,60,211,190,20,38,3,0,1,10,11,2,16,40,.200,.268,.232,.500,45,.248,48,44,7,2,1,1,0,5/3H4D,,lipsctr01
605,Nick Loftin,25,KCR,AL,0.2,56,171,148,15,28,4,0,1,14,1,0,19,24,.189,.282,.236,.519,49,.258,56,35,4,1,1,2,0,45H/3D71,,loftini01
606,Nicky Lopez*,29,CHW,AL,0.1,124,445,398,40,96,12,3,1,21,5,7,37,67,.241,.312,.294,.606,76,.282,83,117,3,4,6,0,0,46/H,,lopezni01
607,Jack López,31,LAA,AL,0.2,25,62,58,4,14,3,0,1,5,0,1,2,23,.241,.279,.345,.624,76,.276,78,20,2,1,1,0,0,4/6H9,,lopezja03
608,Bligh Madris*,28,DET,AL,0.1,21,75,67,8,18,3,0,1,5,0,0,6,20,.269,.324,.358,.683,95,.298,89,24,0,0,0,1,0,3/9H,,madribl01
609,Austin Martin,25,MIN,AL,-1.1,91,249,225,41,57,17,1,1,16,7,3,20,45,.253,.320,.351,.671,89,.300,88,79,4,2,2,0,0,78H4/D,,martiau01
610,Curtis Mead,23,TBR,AL,-0.6,38,132,122,10,29,3,0,1,7,2,0,6,30,.238,.282,.287,.569,65,.259,61,35,2,2,0,1,0,45/DH3,,meadcu01
611,Drew Millas#,26,WSN,NL,0.4,19,58,53,7,12,1,0,1,1,4,0,5,14,.226,.293,.302,.595,70,.294,75,16,1,0,0,0,0,2/HD,,milladr01
612,Andruw Monasterio,27,MIL,NL,-0.1,57,137,120,14,25,5,0,1,14,6,2,16,37,.208,.307,.275,.582,64,.270,62,33,3,1,0,0,0,54H/3D7,,monasan01
613,Tom Murphy,33,SFG,NL,-0.4,13,38,34,3,4,1,0,1,2,0,0,4,14,.118,.211,.235,.446,29,.205,27,8,0,0,0,0,0,2/DH,,murphto04
614,Ryan Noda*,28,OAK,AL,-0.6,36,111,95,8,13,4,0,1,4,0,0,14,37,.137,.255,.211,.465,38,.222,39,20,0,1,1,0,0,3/H9D,,nodary01
615,Cristian Pache,25,3TM,2LG,-0.3,88,183,165,13,33,8,1,1,16,1,0,17,64,.200,.273,.279,.552,54,.251,49,46,2,0,0,1,0,8H7/9D,,pachecr01
616,Cristian Pache,25,2TM,NL,-0.4,85,182,164,13,32,8,1,1,16,1,0,17,64,.195,.269,.274,.544,52,.248,47,45,2,0,0,1,0,8H7/D9,,pachecr01
617,Cristian Pache,25,PHI,NL,0.0,50,118,104,9,21,5,1,0,9,0,0,13,43,.202,.288,.269,.557,59,.255,56,28,1,0,0,1,0,87H/D9,,pachecr01
618,Cristian Pache,25,BAL,AL,0.1,3,1,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,493,.795,464,1,0,0,0,0,0,/9H,,pachecr01
619,Cristian Pache,25,MIA,NL,-0.4,35,64,60,4,11,3,0,1,7,1,0,4,21,.183,.234,.283,.518,40,.234,31,17,1,0,0,0,0,8/HD,,pachecr01
620,Kyren Paris,22,LAA,AL,-0.3,21,59,51,4,6,2,0,1,5,1,0,7,17,.118,.224,.216,.440,26,.225,32,11,1,0,0,0,0,4/H6D,,parisky01
621,Oswald Peraza,24,NYY,AL,0.1,4,11,10,2,2,0,0,1,1,0,0,1,3,.200,.273,.500,.773,113,.329,110,5,0,0,0,0,0,/5,,perazos02
622,Jakson Reetz,28,SFG,NL,-0.2,6,15,14,1,2,1,0,1,1,0,0,1,5,.143,.200,.429,.629,75,.263,68,6,1,0,0,0,0,/2H,,reetzja01
623,Thomas Saggese,22,STL,NL,0.2,16,43,41,4,9,2,0,1,4,0,0,1,12,.220,.256,.341,.597,65,.260,58,14,0,1,0,0,0,4/65,,saggeth01
624,Austin Shenton*,26,TBR,AL,0.1,19,50,42,3,9,5,0,1,3,0,0,8,14,.214,.340,.405,.745,113,.329,114,17,1,0,0,0,0,3/HD,,shentau01
625,Braden Shewmake*,26,CHW,AL,-0.6,29,67,64,4,8,2,0,1,4,5,1,1,10,.125,.134,.203,.337,-5,.154,-19,13,0,0,0,2,0,6/54HD,,shewmbr01
626,Garrett Stubbs*,31,PHI,NL,0.2,53,183,160,17,33,4,1,1,11,5,0,17,50,.206,.297,.263,.559,60,.272,64,42,0,4,0,1,0,2/1H,,stubbga01
627,Brett Sullivan*,30,SDP,NL,0.0,7,17,16,1,3,0,0,1,2,0,0,1,4,.188,.235,.375,.610,67,.253,53,6,0,0,0,0,0,/23H,,sullibr01
628,Ildemaro Vargas#,32,WSN,NL,-0.4,95,303,272,21,67,16,0,1,30,9,4,19,31,.246,.295,.316,.611,75,.273,72,86,9,2,5,5,0,547H/613D,,vargail01
629,Ryan Vilade,25,DET,AL,-0.7,17,49,45,5,8,0,0,1,5,0,0,2,12,.178,.208,.244,.453,29,.218,31,11,2,0,1,1,0,7/98H3,,viladry01
630,David Villar,27,SFG,NL,0.0,11,37,35,3,9,4,0,1,4,0,0,1,13,.257,.270,.457,.727,105,.301,96,16,0,0,0,1,0,3/DH,,villada01
631,Daniel Vogelbach*,31,TOR,AL,-0.4,31,79,70,5,13,5,0,1,8,0,0,9,17,.186,.278,.300,.578,66,.262,65,21,4,0,0,0,0,DH,,vogelda01
632,Taylor Walls#,27,TBR,AL,1.5,83,248,214,27,40,5,3,1,14,16,4,31,66,.187,.286,.252,.539,57,.255,55,54,3,0,0,3,0,6/HD,,wallsta01
633,Jared Walsh*,30,TEX,AL,-0.2,17,60,53,9,12,2,0,1,7,0,0,7,21,.226,.317,.321,.637,85,.288,84,17,2,0,0,0,0,3/H,,walshja01
634,Donovan Walton*,30,SFG,NL,-0.2,8,23,20,3,2,0,0,1,2,0,0,2,7,.100,.217,.250,.467,35,.218,36,5,2,1,0,0,0,/41H,,waltodo01
635,Davis Wendzel,27,TEX,AL,-0.1,27,49,47,2,6,2,0,1,2,0,0,1,12,.128,.163,.234,.397,13,.174,2,11,1,1,0,0,0,5/HD43,,wendzda01
636,Eli White,30,ATL,NL,0.2,32,39,37,8,10,1,1,1,4,2,1,1,11,.270,.308,.432,.740,104,.308,93,16,1,1,0,0,0,9H/78D4,,whiteel04
637,Nick Yorke,22,PIT,NL,-0.1,9,34,31,3,7,0,0,1,3,2,0,2,9,.226,.265,.323,.587,63,.269,54,10,0,0,0,1,0,/4579,,yorkeni01
638,Seby Zavala,30,SEA,AL,-0.3,18,43,39,4,6,2,0,1,2,0,0,3,16,.154,.214,.282,.496,46,.221,42,11,2,0,1,0,0,2,,zavalse01
639,Kevin Alcántara,21,CHC,NL,-0.1,2,7,7,1,1,0,0,0,0,0,0,0,1,.143,.143,.143,.286,-19,.114,-45,1,0,0,0,0,0,/9,,alcanke01
640,CJ Alexander*,27,KCR,AL,-0.2,4,8,8,0,1,0,0,0,0,0,0,0,3,.125,.125,.125,.250,-29,.112,-48,1,0,0,0,0,0,/5DH,,alexacj01
641,Nacho Alvarez Jr.,21,ATL,NL,-0.5,8,32,30,1,3,0,0,0,0,0,0,0,10,.100,.156,.100,.256,-26,.129,-37,3,1,2,0,0,0,/45,,alvarna01
642,Eddy Alvarez*,34,NYM,NL,0.1,9,7,6,2,0,0,0,0,0,0,0,1,1,.000,.143,.000,.143,-54,.099,-53,0,0,0,0,0,0,/4H1,,alvared01
643,Armando Alvarez,29,OAK,AL,-0.4,16,39,37,7,9,1,0,0,2,1,0,2,8,.243,.282,.270,.552,63,.252,57,10,1,0,0,0,0,/53H74,,alvarar01
644,Adael Amador#,21,COL,NL,-0.4,10,36,35,1,6,1,0,0,0,1,0,1,6,.171,.194,.200,.394,8,.210,10,7,1,0,0,0,0,4,,amadoad01
645,Jacob Amaya,25,2TM,AL,0.1,22,63,59,4,11,1,0,0,2,1,0,4,23,.186,.238,.203,.441,29,.204,22,12,3,0,0,0,0,6/4,,amayaja01
646,Jacob Amaya,25,HOU,AL,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-127,0,0,0,0,0,0,/4,,amayaja01
647,Jacob Amaya,25,CHW,AL,0.1,21,62,58,4,11,1,0,0,2,1,0,4,23,.190,.242,.207,.449,31,.208,24,12,3,0,0,0,0,6,,amayaja01
648,Tim Anderson,31,MIA,NL,-1.5,65,241,234,16,50,3,0,0,9,4,4,7,68,.214,.237,.226,.463,27,.204,15,53,6,0,0,0,0,6/H,,anderti01
649,Brian Anderson,31,ATL,NL,-0.2,3,5,5,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-132,0,1,0,0,0,0,/95,,anderbr06
650,Chase Anderson,36,BOS,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,anderch01
651,Pedro Avila,27,CLE,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,avilape01
652,José Azocar,28,SDP,NL,-0.4,61,79,73,13,16,2,0,0,2,5,1,5,19,.219,.269,.247,.516,46,.265,56,18,1,0,1,0,0,7H8/9D,,azocajo01
653,Ji Hwan Bae*,24,PIT,NL,-0.4,29,81,74,11,14,2,0,0,6,6,2,6,24,.189,.247,.216,.463,31,.228,31,16,0,0,0,1,0,89/HD4,,baeji01
654,Darren Baker*,25,WSN,NL,0.0,8,13,13,1,6,2,0,0,0,0,0,0,3,.462,.462,.615,1.077,204,.451,201,8,0,0,0,0,0,/H4D7,,bakerda02
655,David Bañuelos,27,BAL,AL,,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-127,0,0,0,0,0,0,/H,,banueda01
656,Tucker Barnhart*,33,ARI,NL,0.3,31,96,81,13,14,3,0,0,6,1,0,13,31,.173,.287,.210,.497,42,.252,49,17,0,0,2,0,0,2/1H,,barnhtu01
657,Jorge Barrosa#,23,ARI,NL,0.0,8,18,17,3,3,2,0,0,1,1,0,0,2,.176,.176,.294,.471,28,.213,9,5,0,0,1,0,0,/8H7,,barrojo01
658,Matthew Batten,29,SDP,NL,0.1,1,3,3,0,1,0,1,0,0,0,0,0,0,.333,.333,1.000,1.333,253,.523,250,3,0,0,0,0,0,/3,,battema01
659,Mike Baumann,28,2TM,AL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,baumami01
660,Mike Baumann,28,BAL,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,baumami01
661,Mike Baumann,28,SEA,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,baumami01
662,Jalen Beeks*,30,COL,NL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,beeksja02
663,Brennan Bernardino*,32,BOS,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,bernabr01
664,Steward Berroa#,25,TOR,AL,0.2,27,41,33,7,5,1,0,0,1,6,2,8,13,.152,.317,.182,.499,49,.283,72,6,0,0,0,0,0,9H/78D,,berrost01
665,Tyler Black*,23,MIL,NL,-0.1,18,57,49,4,10,2,0,0,2,3,0,7,17,.204,.316,.245,.561,59,.279,62,12,0,1,0,0,0,D/3H,,blackty01
666,Travis Blankenhorn*,27,WSN,NL,-0.5,13,32,31,2,4,1,0,0,5,0,0,1,9,.129,.156,.161,.318,-9,.144,-21,5,0,0,0,0,0,D/9H,,blanktr01
667,David Bote,31,CHC,NL,0.2,37,48,46,4,14,4,0,0,6,0,0,2,13,.304,.333,.391,.725,104,.317,101,18,1,0,0,0,0,5H/431,,boteda01
668,Rob Brantly*,34,TBR,AL,0.0,3,9,9,0,1,0,0,0,0,0,0,0,2,.111,.111,.111,.222,-36,.099,-51,1,0,0,0,0,0,/2,,brantro01
669,John Brebbia*,34,CHW,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,brebbjo01
670,Jhony Brito,26,SDP,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,britojh01
671,Trenton Brooks*,28,SFG,NL,-0.2,12,29,25,3,3,0,0,0,1,1,0,4,6,.120,.241,.120,.361,9,.193,12,3,1,0,0,0,0,/3HD,,brooktr01
672,Kris Bubic*,26,KCR,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,bubickr01
673,Génesis Cabrera*,27,TOR,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,cabrege01
674,Jair Camargo,24,MIN,AL,-0.1,5,7,6,1,0,0,0,0,0,0,0,1,3,.000,.143,.000,.143,-54,.098,-57,0,0,0,0,0,0,/2DH,,camarja01
675,Isaiah Campbell,26,BOS,AL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,campbis01
676,Gustavo Campero#,26,LAA,AL,0.1,11,40,38,5,10,0,1,0,3,3,0,0,7,.263,.300,.316,.616,76,.293,72,12,0,2,0,0,0,9/7H,,campegu01
677,Conner Capel*,27,CIN,NL,-0.1,5,8,8,1,2,0,0,0,0,1,0,0,2,.250,.250,.250,.500,38,.254,28,2,0,0,0,0,0,/DH7,,capelco01
678,Vinny Capra,27,MIL,NL,-0.1,3,9,9,1,1,1,0,0,0,0,0,0,3,.111,.111,.222,.333,-11,.138,-32,2,1,0,0,0,0,/56,,capravi01
679,Diego Castillo,26,MIN,AL,0.2,4,8,6,3,2,1,0,0,2,0,0,2,1,.333,.500,.500,1.000,184,.439,189,3,0,0,0,0,0,/5DH,,castidi02
680,Luis Castillo,31,SEA,AL,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-118,0,0,0,0,0,0,1,,castilu02
681,Oscar Colás*,25,CHW,AL,0.1,13,38,33,1,9,0,0,0,4,0,1,4,10,.273,.368,.273,.641,89,.285,91,9,0,1,0,0,0,/98H,,colasos01
682,Isaac Collins#,26,MIL,NL,-0.2,9,11,10,0,1,0,0,0,0,1,0,1,5,.100,.182,.100,.282,-18,.166,-26,1,0,0,0,0,0,/H74D,,colliis01
683,Danny Coulombe*,34,BAL,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,couloda01
684,Jeff Criswell,25,COL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,criswje01
685,Fernando Cruz#,34,CIN,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,cruzfe01
686,Jason Delay,29,PIT,NL,0.1,7,19,15,1,3,3,0,0,6,0,0,3,0,.200,.333,.400,.733,104,.322,102,6,0,0,1,0,0,/2DH,,delayja01
687,Luis De Los Santos,26,TOR,AL,-0.1,12,28,26,1,4,1,0,0,1,0,0,2,9,.154,.214,.192,.407,18,.186,10,5,2,0,0,0,0,5/H37,,deloslu03
688,José Devers*,24,MIA,NL,0.1,3,4,4,1,1,0,0,0,0,0,0,0,1,.250,.250,.250,.500,37,.224,26,1,0,0,0,0,0,/34H,,deverjo01
689,Edwin Díaz,30,NYM,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,diazed04
690,Aledmys Díaz,33,2TM,AL,-0.6,14,34,33,2,3,0,0,0,1,0,0,1,9,.091,.118,.091,.209,-38,.099,-49,3,0,0,0,0,0,/634H57,,diazal02
691,Aledmys Díaz,33,OAK,AL,-0.5,12,30,29,2,3,0,0,0,1,0,0,1,7,.103,.133,.103,.237,-29,.112,-39,3,0,0,0,0,0,/63457H,,diazal02
692,Aledmys Díaz,33,HOU,AL,-0.1,2,4,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-124,0,0,0,0,0,0,/34H,,diazal02
693,Alexis Díaz,27,CIN,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,diazal03
694,Jake Diekman,37,NYM,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,diekmja01
695,Seranthony Domínguez,29,BAL,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,dominse01
696,Matt Duffy,33,TEX,AL,0.0,3,8,6,0,1,0,0,0,0,0,0,2,1,.167,.375,.167,.542,64,.283,81,1,0,0,0,0,0,/5,,duffyma01
697,Duke Ellis*,26,2TM,AL,-0.1,11,5,5,1,1,0,0,0,0,5,0,0,2,.200,.200,.200,.400,16,.427,11,1,0,0,0,0,0,/H789D,,ellisdu01
698,Duke Ellis*,26,CHW,AL,-0.2,8,4,4,1,0,0,0,0,0,4,0,0,2,.000,.000,.000,.000,-100,.248,-118,0,0,0,0,0,0,/H789D,,ellisdu01
699,Duke Ellis*,26,NYY,AL,0.1,3,1,1,0,1,0,0,0,0,1,0,0,0,1.000,1.000,1.000,2.000,473,1.142,536,1,0,0,0,0,0,/H7,,ellisdu01
700,Mason Englert#,24,DET,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,englema01
701,Sandro Fabian,26,TEX,AL,-0.1,3,5,5,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-125,0,0,0,0,0,0,/79,,fabiasa01
702,Hunter Feduccia*,27,LAD,NL,0.1,5,14,12,2,4,0,0,0,1,0,0,2,2,.333,.429,.333,.762,123,.354,132,4,1,0,0,0,0,/2H,,feduchu01
703,José Fermín,25,STL,NL,-0.6,44,75,67,6,10,1,1,0,3,2,1,7,9,.149,.240,.194,.434,24,.204,19,13,3,1,0,0,0,HD54/7,,fermijo01
704,Ryan Fernandez,26,STL,NL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,fernary01
705,Kyle Finnegan,32,WSN,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,AS,finneky01
706,David Fletcher,30,ATL,NL,0.0,5,9,8,0,2,0,0,0,2,0,0,0,1,.250,.222,.250,.472,32,.188,6,2,0,0,0,1,0,/4,,fletcda02
707,Jason Foley,28,DET,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,foleyja01
708,Justin Foscue,25,TEX,AL,-0.7,15,44,42,3,2,1,0,0,1,0,0,2,18,.048,.091,.071,.162,-52,.080,-65,3,0,0,0,0,0,D/4H3,,foscuju01
709,Kyle Freeland*,31,COL,NL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1/H,,freelky01
710,Luis Frías,26,ARI,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,friaslu01
711,Hunter Gaddis,26,CLE,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,gaddihu01
712,Aramis Garcia,31,PHI,NL,-0.1,3,7,7,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,.000,-129,0,1,0,0,0,0,/2,,garciar01
713,Mickey Gasper#,28,BOS,AL,-0.1,11,16,12,1,0,0,0,0,0,0,0,3,5,.000,.250,.000,.250,-21,.174,-6,0,0,1,0,0,0,/4H3D,,gaspemi01
714,Tyler Gentry,25,KCR,AL,-0.1,3,5,5,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-129,0,0,0,0,0,0,/9H,,gentrty01
715,Kevin Ginkel*,30,ARI,NL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,ginkeke01
716,Niko Goodrum#,32,2TM,AL,-0.8,13,33,29,2,3,0,0,0,0,1,1,3,10,.103,.188,.103,.291,-13,.168,0,3,0,0,1,0,0,/7H3546,,goodrni01
717,Niko Goodrum#,32,TBR,AL,-0.4,9,18,16,1,3,0,0,0,0,0,1,1,6,.188,.235,.188,.423,24,.169,15,3,0,0,1,0,0,/7H346,,goodrni01
718,Niko Goodrum#,32,LAA,AL,-0.5,4,15,13,1,0,0,0,0,0,1,0,2,4,.000,.133,.000,.133,-57,.168,-17,0,0,0,0,0,0,/53,,goodrni01
719,Yuli Gurriel,40,KCR,AL,0.1,17,61,50,7,13,3,0,0,6,1,0,9,12,.260,.361,.320,.681,95,.308,91,16,1,0,0,2,0,3/DH,,gourryu01
720,Tristan Gray*,28,2TM,2LG,-0.1,15,31,28,0,3,1,0,0,0,0,0,3,16,.107,.194,.143,.336,-1,.164,-5,4,0,0,0,0,0,/35H,,graytr01
721,Tristan Gray*,28,MIA,NL,-0.1,7,7,7,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,.000,-136,0,0,0,0,0,0,/5H,,graytr01
722,Tristan Gray*,28,OAK,AL,0.0,8,24,21,0,3,1,0,0,0,0,0,3,13,.143,.250,.190,.440,31,.212,33,4,0,0,0,0,0,/35H,,graytr01
723,Chad Green*,33,TOR,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,greench03
724,Vaughn Grissom,23,BOS,AL,-0.1,29,107,99,8,19,2,0,0,5,2,0,6,21,.192,.243,.212,.455,29,.231,32,21,3,1,0,1,0,4/DH,,grissva01
725,Luis Guillorme*,29,3TM,2LG,0.2,77,187,161,14,33,9,1,0,10,4,2,23,36,.205,.301,.273,.574,64,.268,65,44,7,0,1,2,0,45H/61D,,guilllu01
726,Luis Guillorme*,29,2TM,NL,0.2,27,70,57,8,9,4,0,0,7,3,0,12,13,.158,.300,.228,.528,51,.261,51,13,3,0,0,1,0,4/H156D,,guilllu01
727,Luis Guillorme*,29,ATL,NL,-0.2,9,21,20,2,3,2,0,0,3,0,0,1,5,.150,.190,.250,.440,22,.189,7,5,1,0,0,0,0,/416H,,guilllu01
728,Luis Guillorme*,29,LAA,AL,0.0,50,117,104,6,24,5,1,0,3,1,2,11,23,.231,.302,.298,.600,72,.272,74,31,4,0,1,1,0,45/H61D,,guilllu01
729,Luis Guillorme*,29,ARI,NL,0.3,18,49,37,6,6,2,0,0,4,3,0,11,8,.162,.347,.216,.563,63,.292,70,8,2,0,0,1,0,4/H5D,,guilllu01
730,Josh Hader*,30,HOU,AL,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,haderjo01
731,Sam Haggerty#,30,SEA,AL,-0.3,8,16,15,1,1,0,0,0,1,1,0,1,4,.067,.125,.067,.192,-41,.114,-43,1,0,0,0,0,0,/7H9D,,haggesa01
732,Seth Halvorsen,24,COL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,halvose01
733,Garrett Hampson,29,KCR,AL,0.4,112,228,211,16,48,13,1,0,16,7,2,13,58,.227,.270,.299,.568,60,.256,54,63,3,0,2,2,0,8H74/63951,,hampsga01
734,Hunter Harvey,29,KCR,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,harvehu01
735,Jonathan Heasley,27,BAL,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,heasljo01
736,Tyler Heineman#,33,2TM,AL,0.1,6,13,9,2,1,0,0,0,0,0,0,3,5,.111,.385,.111,.496,52,.275,72,1,0,1,0,0,0,/21D,,heinety01
737,Tyler Heineman#,33,BOS,AL,0.1,2,3,2,0,0,0,0,0,0,0,0,0,1,.000,.333,.000,.333,5,.239,41,0,0,1,0,0,0,/2D,,heinety01
738,Tyler Heineman#,33,TOR,AL,0.0,4,10,7,2,1,0,0,0,0,0,0,3,4,.143,.400,.143,.543,66,.285,81,1,0,0,0,0,0,/21,,heinety01
739,Michael Helman,28,MIN,AL,0.1,7,8,8,2,3,2,0,0,0,0,0,0,3,.375,.375,.625,1.000,175,.411,168,5,0,0,0,0,0,/8H79,,helmami01
740,Ryan Helsley,29,STL,NL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,AS,helslry01
741,Kevin Herget*,33,MIL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,hergeke01
742,Jonathan Hernández,27,TEX,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,hernajo02
743,Brewer Hicklen,28,MIL,NL,-0.2,3,5,5,0,0,0,0,0,0,1,0,0,4,.000,.000,.000,.000,-100,.049,-130,0,0,0,0,0,0,/9H,,hicklbr01
744,Keston Hiura,27,LAA,AL,-0.6,10,27,27,1,4,0,0,0,1,0,1,0,10,.148,.148,.148,.296,-15,.110,-33,4,0,0,0,0,0,/4DH,,hiurake01
745,Porter Hodge,23,CHC,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,hodgepo01
746,Spencer Howard,27,CLE,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,howarsp01
